_id,ltable_id,rtable_id
0,613,3
1,204,13
2,208,14
3,133,22
4,157,25
5,157,28
6,157,31
7,1215,33
8,501,33
9,204,35
10,531,36
11,662,36
12,248,36
13,251,36
14,1292,36
15,431,36
16,443,36
17,157,37
18,137,42
19,157,43
20,205,44
21,157,45
22,133,46
23,118,49
24,157,49
25,208,50
26,231,54
27,973,59
28,92,59
29,204,61
30,197,63
31,198,64
32,137,65
33,649,69
34,208,69
35,602,70
36,608,70
37,615,70
38,1186,70
39,1334,70
40,361,70
41,1349,70
42,465,70
43,157,71
44,1186,71
45,1334,71
46,1349,71
47,361,71
48,465,71
49,443,73
50,516,75
51,557,75
52,565,75
53,597,75
54,88,75
55,608,75
56,139,75
57,736,75
58,883,75
59,897,75
60,412,75
61,157,76
62,157,78
63,223,82
64,157,87
65,227,87
66,157,89
67,1118,91
68,803,91
69,910,91
70,219,92
71,157,94
72,222,94
73,221,95
74,516,99
75,602,99
76,608,99
77,597,99
78,88,99
79,615,99
80,139,99
81,736,99
82,1322,99
83,545,104
84,157,107
85,1269,107
86,1287,107
87,937,108
88,502,108
89,157,110
90,531,111
91,248,111
92,662,111
93,431,111
94,443,111
95,885,119
96,157,122
97,1241,122
98,244,124
99,761,124
100,258,124
101,816,124
102,393,124
103,625,127
104,638,127
105,1111,127
106,209,128
107,937,134
108,443,134
109,502,134
110,244,137
111,761,137
112,258,137
113,1305,137
114,816,137
115,490,137
116,551,140
117,937,140
118,502,140
119,536,145
120,593,151
121,1174,151
122,896,159
123,216,176
124,923,176
125,845,180
126,412,182
127,820,185
128,821,185
129,359,185
130,874,199
131,860,228
132,29,251
133,1074,251
134,635,251
135,689,251
136,309,251
137,690,252
138,1349,254
139,361,254
140,592,257
141,264,263
142,837,263
143,580,264
144,591,265
145,680,266
146,628,276
147,1336,276
148,635,279
149,544,286
150,888,286
151,1111,294
152,625,294
153,638,294
154,648,305
155,647,311
156,372,311
157,653,313
158,1185,313
159,1257,313
160,590,316
161,652,318
162,1230,318
163,639,322
164,1111,327
165,625,327
166,638,327
167,645,332
168,145,332
169,641,333
170,1118,354
171,566,357
172,602,368
173,615,368
174,139,369
175,1322,369
176,543,371
177,837,371
178,26,372
179,544,375
180,888,375
181,767,379
182,1119,383
183,995,383
184,770,385
185,764,387
186,766,389
187,762,396
188,711,403
189,706,405
190,702,410
191,1270,413
192,736,426
193,465,430
194,1160,442
195,1175,442
196,264,444
197,837,444
