_id,ltable_id,rtable_id
0,962,9
1,962,22
2,1046,48
3,766,48
4,875,104
5,808,105
6,617,105
7,1018,108
8,875,108
9,892,114
10,543,119
11,597,119
12,885,183
13,661,191
14,1066,209
15,534,219
16,537,222
17,538,223
18,539,224
19,699,224
20,540,225
21,542,227
22,545,230
23,547,232
24,548,233
25,550,235
26,551,236
27,552,237
28,553,238
29,555,240
30,557,242
31,558,243
32,559,244
33,560,245
34,561,246
35,562,247
36,563,248
37,564,249
38,565,250
39,566,251
40,567,252
41,1066,254
42,569,254
43,675,254
44,570,255
45,571,256
46,572,257
47,573,258
48,574,259
49,575,260
50,576,261
51,578,263
52,579,264
53,580,265
54,581,266
55,582,267
56,583,268
57,584,269
58,586,271
59,587,272
60,588,273
61,589,274
62,590,275
63,591,276
64,592,277
65,593,278
66,594,279
67,595,280
68,596,281
69,543,282
70,597,282
71,598,283
72,599,284
73,601,286
74,583,288
75,604,289
76,605,290
77,1012,290
78,608,293
79,609,294
80,611,296
81,612,297
82,614,299
83,615,300
84,616,301
85,808,302
86,617,302
87,618,303
88,619,304
89,620,305
90,621,306
91,622,307
92,626,311
93,627,312
94,628,313
95,629,314
96,630,315
97,631,316
98,632,317
99,633,318
100,634,319
101,781,319
102,635,320
103,636,321
104,637,322
105,638,323
106,640,325
107,642,327
108,643,328
109,645,330
