_id,ltable_id,rtable_id
0,650,4
1,548,4
2,696,5
3,666,5
4,539,5
5,672,5
6,555,5
7,654,5
8,688,5
9,534,6
10,662,6
11,664,6
12,665,6
13,538,6
14,667,6
15,540,6
16,663,6
17,670,6
18,543,6
19,544,6
20,545,6
21,546,6
22,547,6
23,676,6
24,549,6
25,550,6
26,551,6
27,552,6
28,553,6
29,554,6
30,683,6
31,556,6
32,685,6
33,686,6
34,687,6
35,689,6
36,690,6
37,684,6
38,694,6
39,695,6
40,697,6
41,698,6
42,668,6
43,700,6
44,701,6
45,702,6
46,703,6
47,704,6
48,669,6
49,706,6
50,708,6
51,692,6
52,671,6
53,681,6
54,674,6
55,675,6
56,677,6
57,699,6
58,678,6
59,682,6
60,679,6
61,705,6
62,680,6
63,649,6
64,652,6
65,653,6
66,655,6
67,656,6
68,657,6
69,658,6
70,659,6
71,660,6
72,661,6
73,650,9
74,548,9
75,650,13
76,548,13
77,541,22
78,696,25
79,666,25
80,539,25
81,672,25
82,555,25
83,654,25
84,688,25
85,535,32
86,542,36
87,651,36
88,696,44
89,666,44
90,539,44
91,672,44
92,555,44
93,654,44
94,688,44
95,696,48
96,666,48
97,539,48
98,672,48
99,555,48
100,654,48
101,688,48
102,534,55
103,662,55
104,664,55
105,665,55
106,538,55
107,667,55
108,540,55
109,663,55
110,670,55
111,543,55
112,544,55
113,545,55
114,546,55
115,547,55
116,676,55
117,549,55
118,550,55
119,551,55
120,552,55
121,553,55
122,554,55
123,683,55
124,556,55
125,685,55
126,686,55
127,687,55
128,689,55
129,690,55
130,684,55
131,694,55
132,695,55
133,697,55
134,698,55
135,668,55
136,700,55
137,701,55
138,702,55
139,703,55
140,704,55
141,669,55
142,706,55
143,708,55
144,692,55
145,671,55
146,681,55
147,674,55
148,675,55
149,677,55
150,699,55
151,678,55
152,682,55
153,679,55
154,705,55
155,680,55
156,649,55
157,652,55
158,653,55
159,655,55
160,656,55
161,657,55
162,658,55
163,659,55
164,660,55
165,661,55
166,696,56
167,666,56
168,539,56
169,672,56
170,555,56
171,654,56
172,688,56
173,650,60
174,548,60
175,535,62
176,534,67
177,662,67
178,664,67
179,665,67
180,538,67
181,667,67
182,540,67
183,663,67
184,670,67
185,543,67
186,544,67
187,545,67
188,546,67
189,547,67
190,676,67
191,549,67
192,550,67
193,551,67
194,552,67
195,553,67
196,554,67
197,683,67
198,556,67
199,685,67
200,686,67
201,687,67
202,689,67
203,690,67
204,684,67
205,694,67
206,695,67
207,697,67
208,698,67
209,668,67
210,700,67
211,701,67
212,702,67
213,703,67
214,704,67
215,669,67
216,706,67
217,708,67
218,692,67
219,671,67
220,681,67
221,674,67
222,675,67
223,677,67
224,699,67
225,678,67
226,682,67
227,679,67
228,705,67
229,680,67
230,649,67
231,652,67
232,653,67
233,655,67
234,656,67
235,657,67
236,658,67
237,659,67
238,660,67
239,661,67
240,590,91
241,590,97
242,590,103
243,590,104
244,985,123
245,986,123
246,957,123
247,958,123
248,959,123
249,960,123
250,961,123
251,962,123
252,963,123
253,964,123
254,965,123
255,966,123
256,967,123
257,968,123
258,969,123
259,970,123
260,971,123
261,972,123
262,973,123
263,974,123
264,975,123
265,976,123
266,977,123
267,978,123
268,979,123
269,980,123
270,981,123
271,982,123
272,983,123
273,984,123
274,601,123
275,602,123
276,603,123
277,604,123
278,605,123
279,606,123
280,607,123
281,985,124
282,986,124
283,957,124
284,958,124
285,959,124
286,960,124
287,961,124
288,962,124
289,963,124
290,964,124
291,965,124
292,966,124
293,967,124
294,968,124
295,969,124
296,970,124
297,971,124
298,972,124
299,973,124
300,974,124
301,975,124
302,976,124
303,977,124
304,978,124
305,979,124
306,980,124
307,981,124
308,982,124
309,983,124
310,984,124
311,601,124
312,602,124
