_id,ltable_id,rtable_id
0,534,219
1,534,230
2,534,233
3,535,47
4,535,57
5,535,62
6,535,220
7,535,222
8,535,237
9,536,221
10,537,47
11,537,57
12,537,62
13,537,220
14,537,222
15,537,237
16,538,53
17,538,223
18,539,224
19,540,31
20,540,46
21,540,63
22,540,225
23,540,231
24,540,235
25,541,226
26,542,227
27,543,228
28,544,229
29,545,219
30,545,230
31,545,233
32,546,31
33,546,46
34,546,63
35,546,225
36,546,231
37,546,235
38,547,278
39,548,219
40,548,230
41,548,233
42,549,4
43,549,13
44,549,25
45,549,35
46,549,234
47,550,31
48,550,46
49,550,63
50,550,225
51,550,231
52,550,235
53,551,236
54,552,47
55,552,57
56,552,62
57,552,220
58,552,222
59,552,237
60,553,6
61,553,238
62,555,1
63,555,28
64,555,40
65,555,56
66,555,240
67,556,241
68,557,70
69,557,90
70,557,242
71,557,253
72,558,76
73,558,94
74,558,243
75,558,258
76,558,259
77,558,264
78,558,269
79,558,272
80,559,110
81,559,244
82,560,245
83,561,78
84,561,85
85,561,246
86,561,272
87,564,249
88,565,108
89,565,250
90,565,284
91,566,108
92,566,251
93,566,252
94,566,261
95,566,262
96,566,264
97,566,265
98,566,271
99,567,251
100,567,252
101,567,261
102,567,262
103,567,263
104,567,264
105,567,265
106,567,271
107,568,70
108,568,90
109,568,242
110,568,253
111,569,121
112,569,254
113,569,255
114,569,262
115,569,284
116,571,256
117,571,285
118,572,257
119,572,272
120,573,76
121,573,85
122,573,94
123,573,243
124,573,258
125,573,259
126,573,262
127,573,264
128,573,279
129,575,110
130,575,260
131,575,261
132,576,276
133,576,282
134,577,94
135,577,121
136,577,251
137,577,252
138,577,254
139,577,255
140,577,258
141,577,259
142,577,262
143,577,263
144,577,265
145,577,269
146,577,279
147,578,252
148,578,262
149,578,263
150,579,76
151,579,94
152,579,243
153,579,251
154,579,252
155,579,258
156,579,259
157,579,261
158,579,264
159,579,265
160,579,271
161,580,120
162,580,251
163,580,252
164,580,261
165,580,262
166,580,264
167,580,265
168,580,269
169,580,271
170,580,279
171,582,267
172,584,243
173,584,262
174,584,265
175,584,269
176,584,279
177,585,270
178,586,251
179,586,252
180,586,261
181,586,264
182,586,265
183,586,271
184,587,85
185,587,243
186,587,246
187,587,257
188,587,272
189,589,274
190,591,276
191,591,282
192,593,278
193,594,85
194,594,94
195,594,243
196,594,246
197,594,258
198,594,259
199,594,272
200,596,120
201,599,70
202,599,108
203,599,214
204,599,250
205,599,254
206,599,284
207,600,256
208,600,285
209,601,124
210,601,126
211,601,129
212,601,131
213,601,132
214,601,133
215,601,134
216,601,137
217,601,140
218,601,141
219,601,286
220,601,287
221,601,289
222,601,291
223,602,124
224,602,126
225,602,129
226,602,131
227,602,132
228,602,133
229,602,134
230,602,137
231,602,140
232,602,141
233,602,286
234,602,287
235,602,289
236,602,291
237,603,135
238,603,288
239,604,124
240,604,126
241,604,129
242,604,131
243,604,132
244,604,133
245,604,134
246,604,137
247,604,140
248,604,141
249,604,286
250,604,287
251,604,289
252,604,291
253,605,128
254,605,138
255,605,139
256,605,290
257,606,124
258,606,126
259,606,129
260,606,131
261,606,132
262,606,133
263,606,134
264,606,137
265,606,140
266,606,141
267,606,286
268,606,287
269,606,289
270,606,291
271,607,125
272,607,127
273,607,292
274,609,294
275,610,180
276,610,294
277,610,295
278,612,297
279,613,298
280,613,302
281,614,299
282,616,142
283,616,151
284,616,154
285,616,178
286,616,301
287,616,307
288,617,302
289,618,66
290,618,303
291,619,304
292,620,157
293,620,165
294,620,170
295,620,182
296,620,305
297,621,306
298,622,142
299,622,151
