_id,ltable_id,rtable_id
0,991,7
1,652,7
2,654,8
3,886,8
4,592,8
5,563,8
6,894,9
7,962,9
8,663,10
9,1049,10
10,1050,10
11,1051,10
12,905,10
13,805,10
14,954,10
15,835,10
16,846,10
17,602,10
18,865,10
19,888,10
20,590,10
21,759,10
22,760,10
23,642,10
24,771,10
25,631,12
26,537,12
27,735,12
28,736,12
29,737,12
30,738,12
31,739,12
32,740,12
33,741,12
34,966,12
35,967,12
36,657,12
37,996,12
38,995,12
39,623,12
40,560,12
41,561,12
42,921,12
43,631,13
44,537,13
45,735,13
46,736,13
47,737,13
48,738,13
49,739,13
50,740,13
51,741,13
52,966,13
53,967,13
54,657,13
55,996,13
56,995,13
57,623,13
58,560,13
59,561,13
60,921,13
61,633,15
62,753,15
63,962,22
64,1046,23
65,663,23
66,1049,23
67,1050,23
68,1051,23
69,797,23
70,905,23
71,674,23
72,805,23
73,954,23
74,835,23
75,708,23
76,585,23
77,846,23
78,599,23
79,602,23
80,865,23
81,888,23
82,590,23
83,759,23
84,760,23
85,766,23
86,642,23
87,771,23
88,776,23
89,777,23
90,786,23
91,926,24
92,817,24
93,1046,33
94,663,33
95,1049,33
96,1050,33
97,1051,33
98,797,33
99,905,33
100,674,33
101,805,33
102,954,33
103,835,33
104,708,33
105,585,33
106,846,33
107,599,33
108,602,33
109,865,33
110,888,33
111,590,33
112,759,33
113,760,33
114,766,33
115,642,33
116,771,33
117,776,33
118,777,33
119,786,33
120,573,35
121,574,35
122,638,35
123,619,35
124,816,35
125,573,36
126,574,36
127,638,36
128,619,36
129,816,36
130,573,37
131,638,37
132,619,37
133,816,37
134,833,40
135,947,41
136,843,41
137,752,41
138,787,41
139,885,41
140,1046,43
141,663,43
142,1049,43
143,1050,43
144,1051,43
145,797,43
146,905,43
147,674,43
148,805,43
149,954,43
150,835,43
151,708,43
152,585,43
153,846,43
154,599,43
155,602,43
156,865,43
157,888,43
158,590,43
159,759,43
160,760,43
161,766,43
162,642,43
163,771,43
164,776,43
165,777,43
166,786,43
167,1046,48
168,663,48
169,1049,48
170,1050,48
171,1051,48
172,797,48
173,905,48
174,674,48
175,805,48
176,688,48
177,954,48
178,835,48
179,708,48
180,585,48
181,846,48
182,599,48
183,602,48
184,732,48
185,865,48
186,888,48
187,590,48
188,759,48
189,760,48
190,766,48
191,642,48
192,771,48
193,776,48
194,777,48
195,786,48
196,688,49
197,758,50
198,569,51
199,1066,51
200,803,51
201,924,51
202,1053,51
203,898,51
204,675,51
205,932,51
206,677,51
207,618,51
208,811,51
209,716,51
210,653,51
211,879,51
212,581,51
213,755,51
214,1012,51
215,598,66
216,606,66
217,866,66
218,569,67
219,1066,67
220,716,67
221,924,67
222,1053,67
223,898,67
224,675,67
225,932,67
226,581,67
227,618,67
228,811,67
229,908,67
230,653,67
231,879,67
232,803,67
233,677,67
234,755,67
235,1012,67
236,606,69
237,866,69
238,631,72
239,537,72
240,735,72
241,736,72
242,737,72
