_id,ltable_id,rtable_id
0,962,9
1,962,22
2,1046,48
3,585,48
4,732,48
5,766,48
6,606,60
7,1018,60
8,872,60
9,875,60
10,953,100
11,606,104
12,1018,104
13,875,104
14,808,105
15,617,105
16,606,108
17,1018,108
18,875,108
19,637,115
20,955,126
21,847,126
22,534,134
23,698,163
24,534,171
25,885,183
26,534,219
27,536,221
28,537,222
29,539,224
30,546,231
31,547,232
32,552,237
33,553,238
34,556,241
35,557,242
36,560,245
37,561,246
38,563,248
39,568,253
40,569,254
41,675,254
42,752,254
43,570,255
44,571,256
45,573,258
46,574,259
47,575,260
48,576,261
49,847,262
50,848,262
51,579,264
52,581,266
53,582,267
54,1046,270
55,585,270
56,847,270
57,848,270
58,732,270
59,766,270
60,589,274
61,590,275
62,591,276
63,592,277
64,594,279
65,595,280
66,596,281
67,597,282
68,598,283
69,599,284
70,602,287
71,603,288
72,604,289
73,605,290
74,1012,290
75,606,291
76,1018,291
77,875,291
78,611,296
79,612,297
80,615,300
81,616,301
82,808,302
83,617,302
84,618,303
85,936,304
86,619,304
87,620,305
88,621,306
89,622,307
90,623,308
91,624,308
92,664,309
93,644,309
94,623,309
95,624,309
96,644,310
97,625,310
98,627,312
99,628,313
100,631,316
101,632,317
102,633,318
103,634,319
104,781,319
105,636,321
106,637,322
107,638,323
108,642,327
109,664,329
110,644,329
111,624,329
112,645,330
113,623,331
114,625,331
